,Feature_A,Feature_B,Correlation
0,id,id,1.0
1,id,host_response_rate,-0.04604120108098609
2,id,host_acceptance_rate,0.03254848758334241
3,id,latitude,0.08984192115892303
4,id,longtitude,-0.010871398426573035
5,id,accomodates,-0.050574430809028355
6,id,bathrooms,-0.004475859783785153
7,id,bedrooms,-0.049580615305885166
8,id,beds,-0.04619928281320913
9,id,price,-0.05919774035226149
10,id,security_deposit,-0.0802382412231228
11,id,cleaning_fee,-0.1407892739414087
12,id,extra_people,-0.06640426805932383
13,id,number_of_reviews,-0.4379885460695023
14,id,review_scores_rating,-0.32045901962911
15,id,wireless_internet,-0.036248988637513184
16,id,smoke_detector,0.048559798488314876
17,id,air_conditioning,-0.07097533829112601
18,id,heating,-0.07605996346184662
19,id,cable_tv,-0.251039761341009
20,id,washer,-0.037376528027891764
21,id,dryer,0.055605785845830286
22,id,family_kid_friendly,0.0392339693976315
23,id,kitchen,-0.012355695158978976
24,id,free_parking,-0.03476455013003381
25,id,carbon_monoxide,0.030128145856666105
26,id,pets_allowed,0.0244077571161036
27,id,essentials,0.1962239713684593
28,id,checkin_24hr,0.09196890423285838
29,id,lock_on_bedroom_door,0.24120619926135886
30,id,pool,0.0020848074887562197
31,id,hair_dryer,0.19144531943673862
32,id,gym,0.03658202208724836
33,id,wheelchair_accessible,-0.038687208320389355
34,id,iron,0.2121559661233459
35,id,shampoo,0.11582314533172904
36,id,hangers,0.2995086473981452
37,id,first_aid_kit,-0.034668273480159946
38,id,elevator,0.05056665433947572
39,host_response_rate,id,-0.04604120108098609
40,host_response_rate,host_response_rate,1.0
41,host_response_rate,host_acceptance_rate,0.7659509006863121
42,host_response_rate,latitude,-0.03306598965748321
43,host_response_rate,longtitude,0.06341160010325919
44,host_response_rate,accomodates,0.07818248040321128
45,host_response_rate,bathrooms,0.0402024316306515
46,host_response_rate,bedrooms,0.01456883921912638
47,host_response_rate,beds,0.053758039391660115
48,host_response_rate,price,-0.04677232752021151
49,host_response_rate,security_deposit,0.057971361580878324
50,host_response_rate,cleaning_fee,0.17582906546776253
51,host_response_rate,extra_people,0.10959088555502501
52,host_response_rate,number_of_reviews,0.21493794610129002
53,host_response_rate,review_scores_rating,0.30155086389081537
54,host_response_rate,wireless_internet,0.0948037411025348
55,host_response_rate,smoke_detector,0.00736639977570708
56,host_response_rate,air_conditioning,0.13001836533932667
57,host_response_rate,heating,0.06627998240012908
58,host_response_rate,cable_tv,0.04125147826685049
59,host_response_rate,washer,-0.0017074504005947164
60,host_response_rate,dryer,0.08258892839839067
61,host_response_rate,family_kid_friendly,0.09042593230462143
62,host_response_rate,kitchen,-0.010183440732814032
63,host_response_rate,free_parking,0.035569806333766024
64,host_response_rate,carbon_monoxide,0.07804997533303781
65,host_response_rate,pets_allowed,0.001848572640626361
66,host_response_rate,essentials,0.08034388745040788
67,host_response_rate,checkin_24hr,0.11819880364220343
68,host_response_rate,lock_on_bedroom_door,0.03218832223943619
69,host_response_rate,pool,0.005796391933592525
70,host_response_rate,hair_dryer,0.16728503094603317
71,host_response_rate,gym,0.00024069552694118255
72,host_response_rate,wheelchair_accessible,-0.04773363935358475
73,host_response_rate,iron,0.1639315868129248
74,host_response_rate,shampoo,0.17143258159680255
75,host_response_rate,hangers,0.14394871301984777
76,host_response_rate,first_aid_kit,0.05734051460390361
77,host_response_rate,elevator,-0.039385344569262376
78,host_acceptance_rate,id,0.03254848758334241
79,host_acceptance_rate,host_response_rate,0.7659509006863121
80,host_acceptance_rate,host_acceptance_rate,1.0
81,host_acceptance_rate,latitude,-0.10243035831873006
82,host_acceptance_rate,longtitude,0.016981307918995898
83,host_acceptance_rate,accomodates,0.006819209034550552
84,host_acceptance_rate,bathrooms,-0.022483830956425116
85,host_acceptance_rate,bedrooms,-0.03042824400777982
86,host_acceptance_rate,beds,0.027706343219502248
87,host_acceptance_rate,price,-0.10564213849524609
88,host_acceptance_rate,security_deposit,0.09546027451237903
89,host_acceptance_rate,cleaning_fee,0.07355555305893945
90,host_acceptance_rate,extra_people,0.11893660150387855
91,host_acceptance_rate,number_of_reviews,0.2662164911290883
92,host_acceptance_rate,review_scores_rating,0.279210417881673
93,host_acceptance_rate,wireless_internet,0.07890647704481236
94,host_acceptance_rate,smoke_detector,0.09523244352583224
95,host_acceptance_rate,air_conditioning,0.052515925522918054
96,host_acceptance_rate,heating,0.03817832905342902
97,host_acceptance_rate,cable_tv,-0.06003977776185399
98,host_acceptance_rate,washer,-0.08111830956779383
99,host_acceptance_rate,dryer,0.03969084190846869
100,host_acceptance_rate,family_kid_friendly,0.023781226867654767
101,host_acceptance_rate,kitchen,-0.018845933598261727
102,host_acceptance_rate,free_parking,0.05280004646328417
103,host_acceptance_rate,carbon_monoxide,0.13519575727301242
104,host_acceptance_rate,pets_allowed,0.017083337571845644
105,host_acceptance_rate,essentials,0.06659258394206302
106,host_acceptance_rate,checkin_24hr,0.10138054631341843
107,host_acceptance_rate,lock_on_bedroom_door,0.07453089692688154
108,host_acceptance_rate,pool,-0.08457853578869155
109,host_acceptance_rate,hair_dryer,0.16145538824654207
110,host_acceptance_rate,gym,-0.14521412014425
111,host_acceptance_rate,wheelchair_accessible,-0.0580320431220561
112,host_acceptance_rate,iron,0.13930975005382631
113,host_acceptance_rate,shampoo,0.16156723352623883
114,host_acceptance_rate,hangers,0.18307549393637107
115,host_acceptance_rate,first_aid_kit,0.09521713542458109
116,host_acceptance_rate,elevator,-0.14194593847716733
117,latitude,id,0.08984192115892303
118,latitude,host_response_rate,-0.03306598965748321
119,latitude,host_acceptance_rate,-0.10243035831873006
120,latitude,latitude,1.0
121,latitude,longtitude,0.31932660333561014
122,latitude,accomodates,0.053818104518351166
123,latitude,bathrooms,-0.0174904836077349
124,latitude,bedrooms,-0.046416011894517405
125,latitude,beds,-0.010242852705826665
126,latitude,price,0.19627026175970663
127,latitude,security_deposit,0.003552123026012188
128,latitude,cleaning_fee,0.13238147672568076
129,latitude,extra_people,-0.011368497954413867
130,latitude,number_of_reviews,-0.03918844892107677
131,latitude,review_scores_rating,-0.06593769162148004
132,latitude,wireless_internet,-0.008579058957773054
133,latitude,smoke_detector,-0.08261411726299801
134,latitude,air_conditioning,0.16359637951195427
135,latitude,heating,0.042052706565413704
136,latitude,cable_tv,0.12443274390213935
137,latitude,washer,0.006911613927935814
138,latitude,dryer,0.041445895984543485
139,latitude,family_kid_friendly,0.021906638359225582
140,latitude,kitchen,0.06614669864055338
141,latitude,free_parking,-0.35888761234775485
142,latitude,carbon_monoxide,-0.08607994752028345
143,latitude,pets_allowed,0.023899608655373973
144,latitude,essentials,0.05805498893116038
145,latitude,checkin_24hr,0.11288266295468233
146,latitude,lock_on_bedroom_door,-0.062015796448350646
147,latitude,pool,0.06198143689093319
148,latitude,hair_dryer,0.06270998960220044
149,latitude,gym,0.12241293245901111
150,latitude,wheelchair_accessible,0.06352578427264637
151,latitude,iron,0.043469888942365344
152,latitude,shampoo,0.0638250730976828
153,latitude,hangers,0.014755637212030314
154,latitude,first_aid_kit,-0.16579935328607265
155,latitude,elevator,0.22087231796840254
156,longtitude,id,-0.010871398426573035
157,longtitude,host_response_rate,0.06341160010325919
158,longtitude,host_acceptance_rate,0.016981307918995898
159,longtitude,latitude,0.31932660333561014
160,longtitude,longtitude,1.0
161,longtitude,accomodates,0.08365830304338015
162,longtitude,bathrooms,0.008590883308356355
163,longtitude,bedrooms,0.014763257394778248
164,longtitude,beds,0.03305383884025498
165,longtitude,price,0.16562080531424025
166,longtitude,security_deposit,0.04887550752638331
167,longtitude,cleaning_fee,0.1191392183688865
168,longtitude,extra_people,-0.005538271055332084
169,longtitude,number_of_reviews,0.07583418031126939
170,longtitude,review_scores_rating,0.06625246647072199
171,longtitude,wireless_internet,0.0069120302991249214
172,longtitude,smoke_detector,-0.012306650677967245
173,longtitude,air_conditioning,0.1479795325312872
174,longtitude,heating,0.03178143831317101
175,longtitude,cable_tv,0.1382308575790085
176,longtitude,washer,-0.024672404649374192
177,longtitude,dryer,-0.004011743380860029
178,longtitude,family_kid_friendly,0.03647052537887723
179,longtitude,kitchen,0.04869263117444886
180,longtitude,free_parking,-0.20835165209188597
181,longtitude,carbon_monoxide,0.00793392948687974
182,longtitude,pets_allowed,0.03912235208817329
183,longtitude,essentials,0.012994469277219216
184,longtitude,checkin_24hr,0.05847419096241819
185,longtitude,lock_on_bedroom_door,-0.03423366561485819
186,longtitude,pool,0.028390521471393235
187,longtitude,hair_dryer,0.04902948184847642
188,longtitude,gym,0.09004900938115247
189,longtitude,wheelchair_accessible,0.07535491988825505
190,longtitude,iron,0.07663915128892708
191,longtitude,shampoo,0.01439576480472901
192,longtitude,hangers,0.005580743365166204
193,longtitude,first_aid_kit,-0.0979619241787684
194,longtitude,elevator,0.0976988818543481
195,accomodates,id,-0.050574430809028355
196,accomodates,host_response_rate,0.07818248040321128
197,accomodates,host_acceptance_rate,0.006819209034550552
198,accomodates,latitude,0.053818104518351166
199,accomodates,longtitude,0.08365830304338015
200,accomodates,accomodates,1.0
201,accomodates,bathrooms,0.3469503809973119
202,accomodates,bedrooms,0.7244006499418703
203,accomodates,beds,0.8151864949351051
204,accomodates,price,0.43775624066944224
205,accomodates,security_deposit,0.1729681275744866
206,accomodates,cleaning_fee,0.40990260298572334
207,accomodates,extra_people,0.14595453988398394
208,accomodates,number_of_reviews,-0.0018104799562140763
209,accomodates,review_scores_rating,0.026985658574576795
210,accomodates,wireless_internet,0.05236906448610703
211,accomodates,smoke_detector,0.021202588473856036
212,accomodates,air_conditioning,0.21198390613213736
213,accomodates,heating,0.09768514079951272
214,accomodates,cable_tv,0.2182939845495969
215,accomodates,washer,0.10000368426067587
216,accomodates,dryer,0.13365293208219317
217,accomodates,family_kid_friendly,0.4045714055855257
218,accomodates,kitchen,0.14104547131649753
219,accomodates,free_parking,0.08416525611592995
220,accomodates,carbon_monoxide,0.07005815774995149
221,accomodates,pets_allowed,0.10487881999108598
222,accomodates,essentials,0.1168201160136031
223,accomodates,checkin_24hr,0.23559611584777032
224,accomodates,lock_on_bedroom_door,-0.17665863098086848
225,accomodates,pool,0.08915795000697972
226,accomodates,hair_dryer,0.18670468273832125
227,accomodates,gym,0.13746052113425503
228,accomodates,wheelchair_accessible,0.021196961836575625
229,accomodates,iron,0.18745232634620418
230,accomodates,shampoo,0.13833572282173817
231,accomodates,hangers,0.10538456089835396
232,accomodates,first_aid_kit,0.004847028132821344
233,accomodates,elevator,0.0963445982291292
234,bathrooms,id,-0.004475859783785153
235,bathrooms,host_response_rate,0.0402024316306515
236,bathrooms,host_acceptance_rate,-0.022483830956425116
237,bathrooms,latitude,-0.0174904836077349
238,bathrooms,longtitude,0.008590883308356355
239,bathrooms,accomodates,0.3469503809973119
240,bathrooms,bathrooms,1.0
241,bathrooms,bedrooms,0.4283323126725675
242,bathrooms,beds,0.3515437285483414
243,bathrooms,price,0.24869528412165873
244,bathrooms,security_deposit,0.0785735025610491
245,bathrooms,cleaning_fee,0.1960952236593294
246,bathrooms,extra_people,-0.004507227800602762
247,bathrooms,number_of_reviews,-0.03461496400282352
248,bathrooms,review_scores_rating,-0.0240461740545523
249,bathrooms,wireless_internet,0.06347600723470502
250,bathrooms,smoke_detector,-0.013152343543523999
251,bathrooms,air_conditioning,0.09243571661073252
252,bathrooms,heating,0.06728910192768392
253,bathrooms,cable_tv,0.11091129158280177
254,bathrooms,washer,0.1564104907205862
255,bathrooms,dryer,0.11485450454987174
256,bathrooms,family_kid_friendly,0.14793184462396905
257,bathrooms,kitchen,0.06413843034454013
258,bathrooms,free_parking,0.09083852520454921
259,bathrooms,carbon_monoxide,0.044801555300115696
260,bathrooms,pets_allowed,-0.023987259140499886
261,bathrooms,essentials,0.03961294689029145
262,bathrooms,checkin_24hr,0.054441749436215915
263,bathrooms,lock_on_bedroom_door,-0.058238234462782555
264,bathrooms,pool,0.07685543894919697
265,bathrooms,hair_dryer,0.04214357030092009
266,bathrooms,gym,0.13785405948441634
267,bathrooms,wheelchair_accessible,-0.0418179392683197
268,bathrooms,iron,0.057926960078445305
269,bathrooms,shampoo,0.024646212114142616
270,bathrooms,hangers,0.0005557941792255886
271,bathrooms,first_aid_kit,0.007795277874996456
272,bathrooms,elevator,0.05499505613909427
273,bedrooms,id,-0.049580615305885166
274,bedrooms,host_response_rate,0.01456883921912638
275,bedrooms,host_acceptance_rate,-0.03042824400777982
276,bedrooms,latitude,-0.046416011894517405
277,bedrooms,longtitude,0.014763257394778248
278,bedrooms,accomodates,0.7244006499418703
279,bedrooms,bathrooms,0.4283323126725675
280,bedrooms,bedrooms,1.0
281,bedrooms,beds,0.7093364592702233
282,bedrooms,price,0.3824182603615791
283,bedrooms,security_deposit,0.17618095734430128
284,bedrooms,cleaning_fee,0.2974681307971696
285,bedrooms,extra_people,0.0816339890642665
286,bedrooms,number_of_reviews,-0.042396324786610234
287,bedrooms,review_scores_rating,-0.00023575115873270827
288,bedrooms,wireless_internet,0.039619969656610785
289,bedrooms,smoke_detector,0.04269905360023667
290,bedrooms,air_conditioning,0.086510681301529
291,bedrooms,heating,0.046168055439881776
292,bedrooms,cable_tv,0.14205032292650288
293,bedrooms,washer,0.1088720850785754
294,bedrooms,dryer,0.09399906106840339
295,bedrooms,family_kid_friendly,0.31041114562475547
296,bedrooms,kitchen,0.0985861765093542
297,bedrooms,free_parking,0.13955070416119417
298,bedrooms,carbon_monoxide,0.08369110173281308
299,bedrooms,pets_allowed,0.058632781794984976
300,bedrooms,essentials,0.09679928465019488
301,bedrooms,checkin_24hr,0.16154659207850372
302,bedrooms,lock_on_bedroom_door,-0.12399832474009573
303,bedrooms,pool,0.06551828204185747
304,bedrooms,hair_dryer,0.09891818075604529
305,bedrooms,gym,0.09892771294929105
306,bedrooms,wheelchair_accessible,-0.006243619616319479
307,bedrooms,iron,0.10463074999113618
308,bedrooms,shampoo,0.0874753603273553
309,bedrooms,hangers,0.08318960083221244
310,bedrooms,first_aid_kit,0.033704853685421754
311,bedrooms,elevator,0.031817238565390045
312,beds,id,-0.04619928281320913
313,beds,host_response_rate,0.053758039391660115
314,beds,host_acceptance_rate,0.027706343219502248
315,beds,latitude,-0.010242852705826665
316,beds,longtitude,0.03305383884025498
317,beds,accomodates,0.8151864949351051
318,beds,bathrooms,0.3515437285483414
319,beds,bedrooms,0.7093364592702233
320,beds,beds,1.0
321,beds,price,0.37140736433174754
322,beds,security_deposit,0.18838821142275458
323,beds,cleaning_fee,0.34746771949676736
324,beds,extra_people,0.15474145027786976
325,beds,number_of_reviews,-0.007960869743343745
326,beds,review_scores_rating,0.03671410230223045
327,beds,wireless_internet,0.03849404797720607
328,beds,smoke_detector,0.07662583416953009
329,beds,air_conditioning,0.1386044139485058
330,beds,heating,0.07490069114105555
331,beds,cable_tv,0.12391857567647142
332,beds,washer,0.07951172065703271
333,beds,dryer,0.09203894934853388
334,beds,family_kid_friendly,0.31238332973489974
335,beds,kitchen,0.10232512165762254
336,beds,free_parking,0.12656097054813267
337,beds,carbon_monoxide,0.10720983442281458
338,beds,pets_allowed,0.08438301690351474
339,beds,essentials,0.08868575305825517
340,beds,checkin_24hr,0.18348573845831298
341,beds,lock_on_bedroom_door,-0.13469565339610418
342,beds,pool,0.03224971297794482
343,beds,hair_dryer,0.14604063158043384
344,beds,gym,0.052735917899043167
345,beds,wheelchair_accessible,-0.0021346822028478316
346,beds,iron,0.13819687761789315
347,beds,shampoo,0.11534110878391725
348,beds,hangers,0.11129841249825323
349,beds,first_aid_kit,0.052342601085739786
350,beds,elevator,0.022385008026486956
351,price,id,-0.05919774035226149
352,price,host_response_rate,-0.04677232752021151
353,price,host_acceptance_rate,-0.10564213849524609
354,price,latitude,0.19627026175970663
355,price,longtitude,0.16562080531424025
356,price,accomodates,0.43775624066944224
357,price,bathrooms,0.24869528412165873
358,price,bedrooms,0.3824182603615791
359,price,beds,0.37140736433174754
360,price,price,1.0
361,price,security_deposit,0.15200360683218675
362,price,cleaning_fee,0.2993204327806856
363,price,extra_people,0.02870330000987505
364,price,number_of_reviews,-0.09642705760760255
365,price,review_scores_rating,-0.07304267389137528
366,price,wireless_internet,0.011988878036589589
367,price,smoke_detector,-0.017887657755311075
368,price,air_conditioning,0.22043386592754044
369,price,heating,0.06041767546170656
370,price,cable_tv,0.2269806620650489
371,price,washer,0.12568686046459274
372,price,dryer,0.10546701290540143
373,price,family_kid_friendly,0.22653881309791848
374,price,kitchen,0.09514593454310223
375,price,free_parking,-0.11207734599035193
376,price,carbon_monoxide,-0.0012705098529238248
377,price,pets_allowed,0.07163826902371906
378,price,essentials,0.029871394270754862
379,price,checkin_24hr,0.11362670073515414
380,price,lock_on_bedroom_door,-0.13130456787607117
381,price,pool,0.08842222976508067
382,price,hair_dryer,0.08446431528752739
383,price,gym,0.18446308303676479
384,price,wheelchair_accessible,0.06091075210092289
385,price,iron,0.09430450335191688
386,price,shampoo,0.042782882621474595
387,price,hangers,0.009879647042002646
388,price,first_aid_kit,-0.06028423212020892
389,price,elevator,0.22150272401870144
390,security_deposit,id,-0.0802382412231228
391,security_deposit,host_response_rate,0.057971361580878324
392,security_deposit,host_acceptance_rate,0.09546027451237903
393,security_deposit,latitude,0.003552123026012188
394,security_deposit,longtitude,0.04887550752638331
395,security_deposit,accomodates,0.1729681275744866
396,security_deposit,bathrooms,0.0785735025610491
397,security_deposit,bedrooms,0.17618095734430128
398,security_deposit,beds,0.18838821142275458
399,security_deposit,price,0.15200360683218675
400,security_deposit,security_deposit,1.0
401,security_deposit,cleaning_fee,0.3107334308950162
402,security_deposit,extra_people,0.10235859700955534
403,security_deposit,number_of_reviews,-0.014904856005655963
404,security_deposit,review_scores_rating,0.08150164129453538
405,security_deposit,wireless_internet,0.05616887530759162
406,security_deposit,smoke_detector,0.11167451831338643
407,security_deposit,air_conditioning,0.056948724484593885
408,security_deposit,heating,0.0563535576004066
409,security_deposit,cable_tv,0.06113651309284943
410,security_deposit,washer,0.042681255150373514
411,security_deposit,dryer,0.05370480659956107
412,security_deposit,family_kid_friendly,0.024082680585748036
413,security_deposit,kitchen,0.07805311328096307
414,security_deposit,free_parking,0.004937636272471465
415,security_deposit,carbon_monoxide,0.10380947830874278
416,security_deposit,pets_allowed,0.005115133564793594
417,security_deposit,essentials,0.01815494541190604
418,security_deposit,checkin_24hr,0.044220194268084344
419,security_deposit,lock_on_bedroom_door,-0.02243939268192473
420,security_deposit,pool,-0.017081133374012854
421,security_deposit,hair_dryer,0.08456787335166503
422,security_deposit,gym,-0.07009508708303785
423,security_deposit,wheelchair_accessible,0.02685659606487896
424,security_deposit,iron,0.04979190585964087
425,security_deposit,shampoo,0.018188472981552066
426,security_deposit,hangers,0.0739993004705425
427,security_deposit,first_aid_kit,0.03692994396530847
428,security_deposit,elevator,0.0064530427108261046
429,cleaning_fee,id,-0.1407892739414087
430,cleaning_fee,host_response_rate,0.17582906546776253
431,cleaning_fee,host_acceptance_rate,0.07355555305893945
432,cleaning_fee,latitude,0.13238147672568076
433,cleaning_fee,longtitude,0.1191392183688865
434,cleaning_fee,accomodates,0.40990260298572334
435,cleaning_fee,bathrooms,0.1960952236593294
436,cleaning_fee,bedrooms,0.2974681307971696
437,cleaning_fee,beds,0.34746771949676736
438,cleaning_fee,price,0.2993204327806856
439,cleaning_fee,security_deposit,0.3107334308950162
440,cleaning_fee,cleaning_fee,1.0
441,cleaning_fee,extra_people,0.05728299404948412
442,cleaning_fee,number_of_reviews,-0.10782154337973508
443,cleaning_fee,review_scores_rating,-0.0094364864001478
444,cleaning_fee,wireless_internet,0.05840385277610516
445,cleaning_fee,smoke_detector,-0.058281205708420915
446,cleaning_fee,air_conditioning,0.2218236460547541
447,cleaning_fee,heating,0.11710573417754924
448,cleaning_fee,cable_tv,0.3268577305046521
449,cleaning_fee,washer,0.17513283121358134
450,cleaning_fee,dryer,0.14826170894835705
451,cleaning_fee,family_kid_friendly,0.1736541624932011
452,cleaning_fee,kitchen,0.15401187956969464
453,cleaning_fee,free_parking,-0.08138036696206583
454,cleaning_fee,carbon_monoxide,-0.0521973550151996
455,cleaning_fee,pets_allowed,0.04245695525525794
456,cleaning_fee,essentials,-0.05006622834930518
457,cleaning_fee,checkin_24hr,0.11699578004710265
458,cleaning_fee,lock_on_bedroom_door,-0.16630062580927743
459,cleaning_fee,pool,0.18283493447561147
460,cleaning_fee,hair_dryer,0.06112989617278923
461,cleaning_fee,gym,0.22804249662280765
462,cleaning_fee,wheelchair_accessible,0.04002098818970035
463,cleaning_fee,iron,0.062331947682540696
464,cleaning_fee,shampoo,-0.014213691020859323
465,cleaning_fee,hangers,0.012936330883559412
466,cleaning_fee,first_aid_kit,-0.11316615835584909
467,cleaning_fee,elevator,0.18273060311732373
468,extra_people,id,-0.06640426805932383
469,extra_people,host_response_rate,0.10959088555502501
470,extra_people,host_acceptance_rate,0.11893660150387855
471,extra_people,latitude,-0.011368497954413867
472,extra_people,longtitude,-0.005538271055332084
473,extra_people,accomodates,0.14595453988398394
474,extra_people,bathrooms,-0.004507227800602762
475,extra_people,bedrooms,0.0816339890642665
476,extra_people,beds,0.15474145027786976
477,extra_people,price,0.02870330000987505
478,extra_people,security_deposit,0.10235859700955534
479,extra_people,cleaning_fee,0.05728299404948412
480,extra_people,extra_people,1.0
481,extra_people,number_of_reviews,0.09110150870791682
482,extra_people,review_scores_rating,0.1287678504676004
483,extra_people,wireless_internet,0.04390894493231741
484,extra_people,smoke_detector,0.12690019060940083
485,extra_people,air_conditioning,0.06624898833816126
486,extra_people,heating,0.07091440405119626
487,extra_people,cable_tv,-0.009988073705822883
488,extra_people,washer,-0.012338410061708513
489,extra_people,dryer,0.01195974335704801
490,extra_people,family_kid_friendly,0.03497328760469143
491,extra_people,kitchen,0.00986848027426397
492,extra_people,free_parking,0.09163555719854063
493,extra_people,carbon_monoxide,0.13150052239534782
494,extra_people,pets_allowed,0.024328337985182105
495,extra_people,essentials,0.09903245812562692
496,extra_people,checkin_24hr,0.0467948326883806
497,extra_people,lock_on_bedroom_door,0.0114881851862826
498,extra_people,pool,-0.07792300216950138
499,extra_people,hair_dryer,0.08543117969317922
500,extra_people,gym,-0.1389244994549328
501,extra_people,wheelchair_accessible,-0.0068992010807225005
502,extra_people,iron,0.06756608790495547
503,extra_people,shampoo,0.10604916908122979
504,extra_people,hangers,0.08078598658631186
505,extra_people,first_aid_kit,0.13539367151832998
506,extra_people,elevator,-0.14381894528480657
507,number_of_reviews,id,-0.4379885460695023
508,number_of_reviews,host_response_rate,0.21493794610129002
509,number_of_reviews,host_acceptance_rate,0.2662164911290883
510,number_of_reviews,latitude,-0.03918844892107677
511,number_of_reviews,longtitude,0.07583418031126939
512,number_of_reviews,accomodates,-0.0018104799562140763
513,number_of_reviews,bathrooms,-0.03461496400282352
514,number_of_reviews,bedrooms,-0.042396324786610234
515,number_of_reviews,beds,-0.007960869743343745
